Column1,timestamp,系统负荷,日前联络线计划,新能源预测,发布时间,DATE,PERIOD
13438,2021/5/28 7:45,23887.8,-5275,10038.65,2021/5/26,2021/5/28,31
13441,2021/5/28 8:00,23850.7,-5419,10267.66,2021/5/26,2021/5/28,32
13444,2021/5/28 8:15,23656.6,-5563,10694.54,2021/5/26,2021/5/28,33
13447,2021/5/28 8:30,23489.2,-5706,11139.2,2021/5/26,2021/5/28,34
13450,2021/5/28 8:45,23393.2,-5850,11579.41,2021/5/26,2021/5/28,35
13453,2021/5/28 9:00,23360.5,-5850,11973.27,2021/5/26,2021/5/28,36
13456,2021/5/28 9:15,23358.2,-5850,12320.6,2021/5/26,2021/5/28,37
13459,2021/5/28 9:30,23330.8,-5850,12632.24,2021/5/26,2021/5/28,38
13462,2021/5/28 9:45,23338.6,-5850,12927.97,2021/5/26,2021/5/28,39
13465,2021/5/28 10:00,23405.9,-5850,13198.77,2021/5/26,2021/5/28,40
13468,2021/5/28 10:15,23519.4,-5850,13457.37,2021/5/26,2021/5/28,41
13471,2021/5/28 10:30,23702.9,-5850,13710.79,2021/5/26,2021/5/28,42
13474,2021/5/28 10:45,23908.4,-5850,13939.43,2021/5/26,2021/5/28,43
13477,2021/5/28 11:00,24023.5,-6050,14171,2021/5/26,2021/5/28,44
13480,2021/5/28 11:15,23986.7,-5907,14388.68,2021/5/26,2021/5/28,45
13483,2021/5/28 11:30,23764.3,-5763,14580.81,2021/5/26,2021/5/28,46
13486,2021/5/28 11:45,23506.8,-5619,14736.54,2021/5/26,2021/5/28,47
13489,2021/5/28 12:00,23270.8,-5619,14899.24,2021/5/26,2021/5/28,48
13492,2021/5/28 12:15,23099.1,-5619,15034.89,2021/5/26,2021/5/28,49
13495,2021/5/28 12:30,22955.4,-5619,15143.33,2021/5/26,2021/5/28,50
13498,2021/5/28 12:45,22904.6,-5619,15209.91,2021/5/26,2021/5/28,51
13501,2021/5/28 13:00,22935.3,-5275,15268.36,2021/5/26,2021/5/28,52
13504,2021/5/28 13:15,23005.6,-5275,15270.14,2021/5/26,2021/5/28,53
13507,2021/5/28 13:30,23042.3,-5275,15239.73,2021/5/26,2021/5/28,54
13510,2021/5/28 13:45,23142.6,-5275,15188.98,2021/5/26,2021/5/28,55
13513,2021/5/28 14:00,23364,-5275,15123.24,2021/5/26,2021/5/28,56
13516,2021/5/28 14:15,23570.2,-5275,15063.32,2021/5/26,2021/5/28,57
13519,2021/5/28 14:30,23749.4,-5275,14933.78,2021/5/26,2021/5/28,58
13522,2021/5/28 14:45,23927.4,-5275,14802.58,2021/5/26,2021/5/28,59
13525,2021/5/28 15:00,24123.6,-5275,14613.83,2021/5/26,2021/5/28,60
13528,2021/5/28 15:15,24357.4,-5275,14401.53,2021/5/26,2021/5/28,61
13531,2021/5/28 15:30,24597.1,-5275,14175.97,2021/5/26,2021/5/28,62
13534,2021/5/28 15:45,24904.6,-5275,13922.32,2021/5/26,2021/5/28,63
13537,2021/5/28 16:00,25275.7,-5419,13600.63,2021/5/26,2021/5/28,64
13540,2021/5/28 16:15,25621.6,-5563,13244.89,2021/5/26,2021/5/28,65
13543,2021/5/28 16:30,26059.2,-5706,12883.62,2021/5/26,2021/5/28,66
13546,2021/5/28 16:45,26430.6,-5850,12491.33,2021/5/26,2021/5/28,67
13549,2021/5/28 17:00,26729.6,-5850,12054.17,2021/5/26,2021/5/28,68
13552,2021/5/28 17:15,27020.6,-5850,11567.76,2021/5/26,2021/5/28,69
13555,2021/5/28 17:30,27331.9,-5850,11076.88,2021/5/26,2021/5/28,70
13558,2021/5/28 17:45,27532.9,-5850,10592.91,2021/5/26,2021/5/28,71
13561,2021/5/28 18:00,27612.2,-5850,10150.31,2021/5/26,2021/5/28,72
13564,2021/5/28 18:15,27683.2,-5850,9730.75,2021/5/26,2021/5/28,73
13567,2021/5/28 18:30,27748.5,-5850,9363.64,2021/5/26,2021/5/28,74
13570,2021/5/28 18:45,27851.6,-5850,9018.79,2021/5/26,2021/5/28,75
13573,2021/5/28 19:00,28052.4,-5434,8803.69,2021/5/26,2021/5/28,76
13576,2021/5/28 19:15,28167.7,-5434,8653.46,2021/5/26,2021/5/28,77
13579,2021/5/28 19:30,28292.6,-5434,8601.24,2021/5/26,2021/5/28,78
13582,2021/5/28 19:45,28443.5,-5434,8588.49,2021/5/26,2021/5/28,79
13585,2021/5/28 20:00,28553.6,-5290,8615.68,2021/5/26,2021/5/28,80
13588,2021/5/28 20:15,28453.3,-5147,8669.51,2021/5/26,2021/5/28,81
13591,2021/5/28 20:30,28323.3,-5003,8744.1,2021/5/26,2021/5/28,82
13594,2021/5/28 20:45,28185.5,-4859,8823.01,2021/5/26,2021/5/28,83
13597,2021/5/28 21:00,28025.9,-5045,8931.4,2021/5/26,2021/5/28,84
13600,2021/5/28 21:15,27763.7,-5045,9005.76,2021/5/26,2021/5/28,85
13603,2021/5/28 21:30,27429.2,-5045,9078.47,2021/5/26,2021/5/28,86
13606,2021/5/28 21:45,27152.8,-4750,9153.23,2021/5/26,2021/5/28,87
13609,2021/5/28 22:00,26892.7,-4460,9184.49,2021/5/26,2021/5/28,88
13612,2021/5/28 22:15,26546.5,-4115,9203.25,2021/5/26,2021/5/28,89
13615,2021/5/28 22:30,26261.8,-3970,9227.06,2021/5/26,2021/5/28,90
13618,2021/5/28 22:45,25985.1,-3914,9247.03,2021/5/26,2021/5/28,91
13621,2021/5/28 23:00,25637.1,-3914,9266.31,2021/5/26,2021/5/28,92
13624,2021/5/28 23:15,25377,-3914,9297.17,2021/5/26,2021/5/28,93
13627,2021/5/28 23:30,25170.5,-3914,9320.98,2021/5/26,2021/5/28,94
13630,2021/5/28 23:45,24928.3,-3914,9363.92,2021/5/26,2021/5/28,95
13633,2021/5/29 0:00,23852.3,-3756,10823.96,2021/5/27,2021/5/29,0
13636,2021/5/29 0:15,24013.1,-4014,10959.75,2021/5/27,2021/5/29,1
13639,2021/5/29 0:30,24120.6,-4272,11027.08,2021/5/27,2021/5/29,2
13642,2021/5/29 0:45,24028,-4530,11070.02,2021/5/27,2021/5/29,3
13645,2021/5/29 1:00,23741.4,-4788,11106.88,2021/5/27,2021/5/29,4
13648,2021/5/29 1:15,23573.6,-5044,11129.07,2021/5/27,2021/5/29,5
13651,2021/5/29 1:30,23428.8,-5044,11142.25,2021/5/27,2021/5/29,6
13654,2021/5/29 1:45,23229.1,-5044,11153.92,2021/5/27,2021/5/29,7
13657,2021/5/29 2:00,23125.8,-5044,11128.4,2021/5/27,2021/5/29,8
13660,2021/5/29 2:15,23084.6,-5044,11109.17,2021/5/27,2021/5/29,9
13663,2021/5/29 2:30,23062.1,-5044,11075.95,2021/5/27,2021/5/29,10
13666,2021/5/29 2:45,23086.1,-5044,11027.9,2021/5/27,2021/5/29,11
13669,2021/5/29 3:00,23090,-5044,10973.63,2021/5/27,2021/5/29,12
13672,2021/5/29 3:15,23085.7,-5044,10906.59,2021/5/27,2021/5/29,13
13675,2021/5/29 3:30,23108.3,-5044,10822.71,2021/5/27,2021/5/29,14
13678,2021/5/29 3:45,23190.7,-5044,10732.47,2021/5/27,2021/5/29,15
13681,2021/5/29 4:00,23311,-5044,10619.64,2021/5/27,2021/5/29,16
13684,2021/5/29 4:15,23473.1,-5044,10483.45,2021/5/27,2021/5/29,17
13687,2021/5/29 4:30,23639.2,-5044,10330.78,2021/5/27,2021/5/29,18
13690,2021/5/29 4:45,23743.4,-5044,10166.84,2021/5/27,2021/5/29,19
13693,2021/5/29 5:00,23969.7,-5044,9948.97,2021/5/27,2021/5/29,20
13696,2021/5/29 5:15,24318.2,-5044,9719.22,2021/5/27,2021/5/29,21
13699,2021/5/29 5:30,24655.1,-5044,9493.95,2021/5/27,2021/5/29,22
13702,2021/5/29 5:45,24997,-5044,9309.95,2021/5/27,2021/5/29,23
13705,2021/5/29 6:00,25295.7,-4700,9147.95,2021/5/27,2021/5/29,24
13708,2021/5/29 6:15,25461.5,-4700,8999.8,2021/5/27,2021/5/29,25
13711,2021/5/29 6:30,25463,-4700,8862.46,2021/5/27,2021/5/29,26
13714,2021/5/29 6:45,25302.5,-4700,8752.98,2021/5/27,2021/5/29,27
13717,2021/5/29 7:00,25051.4,-4844,8648.84,2021/5/27,2021/5/29,28
13720,2021/5/29 7:15,24822.7,-4988,8543.11,2021/5/27,2021/5/29,29
13723,2021/5/29 7:30,24567.2,-5131,8488.33,2021/5/27,2021/5/29,30
13726,2021/5/29 7:45,24237.3,-5275,8473.9,2021/5/27,2021/5/29,31
13729,2021/5/29 8:00,24054,-5419,8407.24,2021/5/27,2021/5/29,32
13732,2021/5/29 8:15,23843.1,-5563,8492.88,2021/5/27,2021/5/29,33
13735,2021/5/29 8:30,23759,-5706,8612.67,2021/5/27,2021/5/29,34
13738,2021/5/29 8:45,23808.9,-5850,8755.81,2021/5/27,2021/5/29,35
13741,2021/5/29 9:00,23860.5,-5850,8990.2,2021/5/27,2021/5/29,36
13744,2021/5/29 9:15,23923,-5850,9152.98,2021/5/27,2021/5/29,37
13747,2021/5/29 9:30,24020.8,-5850,9300.75,2021/5/27,2021/5/29,38
13750,2021/5/29 9:45,24128.9,-5850,9450.01,2021/5/27,2021/5/29,39
13753,2021/5/29 10:00,24274.1,-5850,9525.1,2021/5/27,2021/5/29,40
13756,2021/5/29 10:15,24320.1,-5850,9607.97,2021/5/27,2021/5/29,41
13759,2021/5/29 10:30,24487.7,-5850,9682.55,2021/5/27,2021/5/29,42
13762,2021/5/29 10:45,24714.3,-5850,9722.18,2021/5/27,2021/5/29,43
13765,2021/5/29 11:00,24829.5,-6050,9751.23,2021/5/27,2021/5/29,44
13768,2021/5/29 11:15,24803.3,-5907,9759.74,2021/5/27,2021/5/29,45
13771,2021/5/29 11:30,24620.5,-5763,9730.48,2021/5/27,2021/5/29,46
13774,2021/5/29 11:45,24384.1,-5619,9684.49,2021/5/27,2021/5/29,47
13777,2021/5/29 12:00,24157.4,-5619,9622.38,2021/5/27,2021/5/29,48
13780,2021/5/29 12:15,23906.3,-5619,9532.24,2021/5/27,2021/5/29,49
13783,2021/5/29 12:30,23632.1,-5619,9450.16,2021/5/27,2021/5/29,50
13786,2021/5/29 12:45,23471.7,-5619,9320.7,2021/5/27,2021/5/29,51
13789,2021/5/29 13:00,23351.1,-5275,9181.35,2021/5/27,2021/5/29,52
13792,2021/5/29 13:15,23289.3,-5275,9002.71,2021/5/27,2021/5/29,53
13795,2021/5/29 13:30,23283.2,-5275,8787.14,2021/5/27,2021/5/29,54
13798,2021/5/29 13:45,23293,-5275,10681.03,2021/5/27,2021/5/29,55
13801,2021/5/29 14:00,23451.7,-5275,8340.03,2021/5/27,2021/5/29,56
13804,2021/5/29 14:15,23694.5,-5275,8106.66,2021/5/27,2021/5/29,57
13807,2021/5/29 14:30,23898.1,-5275,7818.86,2021/5/27,2021/5/29,58
13810,2021/5/29 14:45,24090,-5275,7540.91,2021/5/27,2021/5/29,59
13813,2021/5/29 15:00,24289.5,-5275,7207.7,2021/5/27,2021/5/29,60
13816,2021/5/29 15:15,24533.9,-5275,6891.12,2021/5/27,2021/5/29,61
13819,2021/5/29 15:30,24913,-5275,6581.5,2021/5/27,2021/5/29,62
13822,2021/5/29 15:45,25165.3,-5275,6268.8,2021/5/27,2021/5/29,63
13825,2021/5/29 16:00,25396.8,-5419,6003.63,2021/5/27,2021/5/29,64
13828,2021/5/29 16:15,25735.3,-5563,5731.51,2021/5/27,2021/5/29,65
13831,2021/5/29 16:30,26181.8,-5706,5476.26,2021/5/27,2021/5/29,66
13834,2021/5/29 16:45,26567.1,-5850,5227.39,2021/5/27,2021/5/29,67
13837,2021/5/29 17:00,26864,-5850,4894.74,2021/5/27,2021/5/29,68
13840,2021/5/29 17:15,27072,-5850,4559.6,2021/5/27,2021/5/29,69
13843,2021/5/29 17:30,27238.4,-5850,4260.6,2021/5/27,2021/5/29,70
13846,2021/5/29 17:45,27362,-5850,4010.5,2021/5/27,2021/5/29,71
13849,2021/5/29 18:00,27446.9,-5850,3845.78,2021/5/27,2021/5/29,72
13852,2021/5/29 18:15,27491.8,-5850,3727.5,2021/5/27,2021/5/29,73
13855,2021/5/29 18:30,27547.4,-5850,3684.16,2021/5/27,2021/5/29,74
13858,2021/5/29 18:45,27653.2,-5850,3675.18,2021/5/27,2021/5/29,75
13861,2021/5/29 19:00,27863.4,-5434,3740.94,2021/5/27,2021/5/29,76
13864,2021/5/29 19:15,28097.1,-5434,3850.38,2021/5/27,2021/5/29,77
13867,2021/5/29 19:30,28269,-5434,4069.66,2021/5/27,2021/5/29,78
13870,2021/5/29 19:45,28374.2,-5434,4311.6,2021/5/27,2021/5/29,79
13873,2021/5/29 20:00,28371.1,-5290,4497.43,2021/5/27,2021/5/29,80
13876,2021/5/29 20:15,28299.1,-5147,4662.41,2021/5/27,2021/5/29,81
13879,2021/5/29 20:30,28137.7,-5003,4826.98,2021/5/27,2021/5/29,82
13882,2021/5/29 20:45,27991,-4859,4991.37,2021/5/27,2021/5/29,83
13885,2021/5/29 21:00,27746.1,-5045,5119.97,2021/5/27,2021/5/29,84
13888,2021/5/29 21:15,27580.7,-5045,5228.84,2021/5/27,2021/5/29,85
13891,2021/5/29 21:30,27273.9,-5045,5331.26,2021/5/27,2021/5/29,86
13894,2021/5/29 21:45,27079.4,-4750,5441.49,2021/5/27,2021/5/29,87
13897,2021/5/29 22:00,26738.7,-4460,5532.7,2021/5/27,2021/5/29,88
13900,2021/5/29 22:15,26316.6,-4115,5634.86,2021/5/27,2021/5/29,89
13903,2021/5/29 22:30,26033.3,-3970,5769.09,2021/5/27,2021/5/29,90
13906,2021/5/29 22:45,25804.4,-3914,5926.17,2021/5/27,2021/5/29,91
13909,2021/5/29 23:00,25523.7,-3914,6041.08,2021/5/27,2021/5/29,92
13912,2021/5/29 23:15,25239.4,-3914,6124.31,2021/5/27,2021/5/29,93
13915,2021/5/29 23:30,24971,-3914,6186.54,2021/5/27,2021/5/29,94
13918,2021/5/29 23:45,24638,-3914,6257.28,2021/5/27,2021/5/29,95
13921,2021/5/30 0:00,23852.3,-4180,5764.66,2021/5/28,2021/5/30,0
13924,2021/5/30 0:15,24013.1,-4446,5828.85,2021/5/28,2021/5/30,1
13927,2021/5/30 0:30,24120.6,-4712,5870.04,2021/5/28,2021/5/30,2
13930,2021/5/30 0:45,24028,-4978,5899.03,2021/5/28,2021/5/30,3
13933,2021/5/30 1:00,23741.4,-5244,5930.05,2021/5/28,2021/5/30,4
13936,2021/5/30 1:15,23573.6,-5510,5945.03,2021/5/28,2021/5/30,5
13939,2021/5/30 1:30,23428.8,-5776,5946.69,2021/5/28,2021/5/30,6
13942,2021/5/30 1:45,23229.1,-6044,5942.24,2021/5/28,2021/5/30,7
13945,2021/5/30 2:00,23125.8,-6044,5848.87,2021/5/28,2021/5/30,8
13948,2021/5/30 2:15,23084.6,-6044,5717.93,2021/5/28,2021/5/30,9
13951,2021/5/30 2:30,23062.1,-6044,5594.94,2021/5/28,2021/5/30,10
13954,2021/5/30 2:45,23086.1,-6044,5476.59,2021/5/28,2021/5/30,11
13957,2021/5/30 3:00,23090,-6044,5342.03,2021/5/28,2021/5/30,12
13960,2021/5/30 3:15,23085.7,-6044,5200.96,2021/5/28,2021/5/30,13
13963,2021/5/30 3:30,23108.3,-6044,5053.94,2021/5/28,2021/5/30,14
13966,2021/5/30 3:45,23190.7,-6044,4916.05,2021/5/28,2021/5/30,15
13969,2021/5/30 4:00,23311,-6044,4765.79,2021/5/28,2021/5/30,16
13972,2021/5/30 4:15,23473.1,-6044,4620.55,2021/5/28,2021/5/30,17
13975,2021/5/30 4:30,23639.2,-6044,4486.76,2021/5/28,2021/5/30,18
13978,2021/5/30 4:45,23743.4,-6044,4350.15,2021/5/28,2021/5/30,19
13981,2021/5/30 5:00,23969.7,-6044,4227.63,2021/5/28,2021/5/30,20
13984,2021/5/30 5:15,24318.2,-6044,4150.68,2021/5/28,2021/5/30,21
13987,2021/5/30 5:30,24655.1,-6044,4110.33,2021/5/28,2021/5/30,22
13990,2021/5/30 5:45,24997,-6044,4127.24,2021/5/28,2021/5/30,23
13993,2021/5/30 6:00,25295.7,-5700,4134.58,2021/5/28,2021/5/30,24
13996,2021/5/30 6:15,25461.5,-5700,4201.43,2021/5/28,2021/5/30,25
13999,2021/5/30 6:30,25463,-5700,4309.68,2021/5/28,2021/5/30,26
14002,2021/5/30 6:45,25302.5,-5700,4466.97,2021/5/28,2021/5/30,27
14005,2021/5/30 7:00,25051.4,-5844,4660.03,2021/5/28,2021/5/30,28
14008,2021/5/30 7:15,24822.7,-5988,4858.82,2021/5/28,2021/5/30,29
14011,2021/5/30 7:30,24567.2,-6131,5108.19,2021/5/28,2021/5/30,30
14014,2021/5/30 7:45,24237.3,-6275,5367.77,2021/5/28,2021/5/30,31
14017,2021/5/30 8:00,24054,-6419,5585.49,2021/5/28,2021/5/30,32
14020,2021/5/30 8:15,23843.1,-6563,5848.06,2021/5/28,2021/5/30,33
14023,2021/5/30 8:30,23759,-6706,6134.49,2021/5/28,2021/5/30,34
14026,2021/5/30 8:45,23808.9,-6850,6421.69,2021/5/28,2021/5/30,35
14029,2021/5/30 9:00,23860.5,-6850,6706.45,2021/5/28,2021/5/30,36
14032,2021/5/30 9:15,23923,-6850,6966.45,2021/5/28,2021/5/30,37
14035,2021/5/30 9:30,24020.8,-6850,7195.68,2021/5/28,2021/5/30,38
14038,2021/5/30 9:45,24128.9,-6850,7434.79,2021/5/28,2021/5/30,39
14041,2021/5/30 10:00,24274.1,-6850,7618.54,2021/5/28,2021/5/30,40
14044,2021/5/30 10:15,24320.1,-6850,7788.67,2021/5/28,2021/5/30,41
14047,2021/5/30 10:30,24487.7,-6850,7940.3,2021/5/28,2021/5/30,42
14050,2021/5/30 10:45,24714.3,-6850,8062.79,2021/5/28,2021/5/30,43
14053,2021/5/30 11:00,24829.5,-7050,8175.86,2021/5/28,2021/5/30,44
14056,2021/5/30 11:15,24803.3,-6907,8272.92,2021/5/28,2021/5/30,45
14059,2021/5/30 11:30,24620.5,-6763,8344.8,2021/5/28,2021/5/30,46
14062,2021/5/30 11:45,24384.1,-6619,8391.23,2021/5/28,2021/5/30,47
14065,2021/5/30 12:00,24157.4,-6619,8425.94,2021/5/28,2021/5/30,48
14068,2021/5/30 12:15,23906.3,-6619,8436.11,2021/5/28,2021/5/30,49
14071,2021/5/30 12:30,23632.1,-6619,8452.81,2021/5/28,2021/5/30,50
14074,2021/5/30 12:45,23471.7,-6619,8413.96,2021/5/28,2021/5/30,51
14077,2021/5/30 13:00,23351.1,-6275,8368.13,2021/5/28,2021/5/30,52
14080,2021/5/30 13:15,23289.3,-6275,8286.82,2021/5/28,2021/5/30,53
14083,2021/5/30 13:30,23283.2,-6275,8159.29,2021/5/28,2021/5/30,54
14086,2021/5/30 13:45,23293,-6275,8039.04,2021/5/28,2021/5/30,55
14089,2021/5/30 14:00,23451.7,-6275,7864.43,2021/5/28,2021/5/30,56
14092,2021/5/30 14:15,23694.5,-6275,7697.46,2021/5/28,2021/5/30,57
14095,2021/5/30 14:30,23898.1,-6275,7488.75,2021/5/28,2021/5/30,58
14098,2021/5/30 14:45,24090,-6275,7270.81,2021/5/28,2021/5/30,59
14101,2021/5/30 15:00,24289.5,-6275,7022.99,2021/5/28,2021/5/30,60
14104,2021/5/30 15:15,24533.9,-6275,6771.76,2021/5/28,2021/5/30,61
14107,2021/5/30 15:30,24913,-6275,6508.44,2021/5/28,2021/5/30,62
14110,2021/5/30 15:45,25165.3,-6275,6221.43,2021/5/28,2021/5/30,63
14113,2021/5/30 16:00,25396.8,-6419,5946.08,2021/5/28,2021/5/30,64
14116,2021/5/30 16:15,25735.3,-6563,5659.29,2021/5/28,2021/5/30,65
14119,2021/5/30 16:30,26181.8,-6706,5377.53,2021/5/28,2021/5/30,66
14122,2021/5/30 16:45,26567.1,-6850,5078.27,2021/5/28,2021/5/30,67
14125,2021/5/30 17:00,26864,-6850,4810.82,2021/5/28,2021/5/30,68
14128,2021/5/30 17:15,27072,-6850,4556.44,2021/5/28,2021/5/30,69
14131,2021/5/30 17:30,27238.4,-6850,4325.05,2021/5/28,2021/5/30,70
14134,2021/5/30 17:45,27362,-6850,4144.09,2021/5/28,2021/5/30,71
14137,2021/5/30 18:00,27446.9,-6850,4033.43,2021/5/28,2021/5/30,72
14140,2021/5/30 18:15,27491.8,-6850,3947.35,2021/5/28,2021/5/30,73
14143,2021/5/30 18:30,27547.4,-6850,3927.31,2021/5/28,2021/5/30,74
14146,2021/5/30 18:45,27653.2,-6468,3959.9,2021/5/28,2021/5/30,75
14149,2021/5/30 19:00,27863.4,-6086,4033.62,2021/5/28,2021/5/30,76
14152,2021/5/30 19:15,28097.1,-5703,4145.15,2021/5/28,2021/5/30,77
14155,2021/5/30 19:30,28269,-5703,4335.67,2021/5/28,2021/5/30,78
14158,2021/5/30 19:45,28374.2,-5703,4551.54,2021/5/28,2021/5/30,79
14161,2021/5/30 20:00,28371.1,-5559,4717.34,2021/5/28,2021/5/30,80
14164,2021/5/30 20:15,28299.1,-5416,4863.47,2021/5/28,2021/5/30,81
14167,2021/5/30 20:30,28137.7,-5272,4997.77,2021/5/28,2021/5/30,82
14170,2021/5/30 20:45,27991,-5128,5132.35,2021/5/28,2021/5/30,83
14173,2021/5/30 21:00,27746.1,-5314,5270.27,2021/5/28,2021/5/30,84
14176,2021/5/30 21:15,27580.7,-5314,5391.87,2021/5/28,2021/5/30,85
14179,2021/5/30 21:30,27273.9,-5314,5510.04,2021/5/28,2021/5/30,86
14182,2021/5/30 21:45,27079.4,-5226,5643.45,2021/5/28,2021/5/30,87
14185,2021/5/30 22:00,26738.7,-4527,5786.87,2021/5/28,2021/5/30,88
14188,2021/5/30 22:15,26316.6,-4384,5927.5,2021/5/28,2021/5/30,89
14191,2021/5/30 22:30,26033.3,-4239,6079,2021/5/28,2021/5/30,90
14194,2021/5/30 22:45,25804.4,-4183,6231.27,2021/5/28,2021/5/30,91
14197,2021/5/30 23:00,25523.7,-4183,6329.11,2021/5/28,2021/5/30,92
14200,2021/5/30 23:15,25239.4,-4183,6414.16,2021/5/28,2021/5/30,93
14203,2021/5/30 23:30,24971,-4183,6491.56,2021/5/28,2021/5/30,94
14206,2021/5/30 23:45,24638,-4183,6574.47,2021/5/28,2021/5/30,95
14209,2021/5/31 0:00,23925.7,-4180,5951.25,2021/5/29,2021/5/31,0
14212,2021/5/31 0:15,23945.6,-4446,6077.76,2021/5/29,2021/5/31,1
14215,2021/5/31 0:30,23980.4,-4712,6172.45,2021/5/29,2021/5/31,2
14218,2021/5/31 0:45,23933.5,-4978,6269.11,2021/5/29,2021/5/31,3
14221,2021/5/31 1:00,23812.7,-5244,6332.78,2021/5/29,2021/5/31,4
14224,2021/5/31 1:15,23659,-5510,6377.77,2021/5/29,2021/5/31,5
14227,2021/5/31 1:30,23474.8,-5776,6416.74,2021/5/29,2021/5/31,6
14230,2021/5/31 1:45,23322.2,-6044,6447.29,2021/5/29,2021/5/31,7
14233,2021/5/31 2:00,23242.7,-6044,6429.31,2021/5/29,2021/5/31,8
14236,2021/5/31 2:15,23181.5,-6044,6337.67,2021/5/29,2021/5/31,9
14239,2021/5/31 2:30,23144.3,-6044,6290.51,2021/5/29,2021/5/31,10
14242,2021/5/31 2:45,23154,-6044,6247.93,2021/5/29,2021/5/31,11
14245,2021/5/31 3:00,23140.1,-6044,6188.4,2021/5/29,2021/5/31,12
14248,2021/5/31 3:15,23053.5,-6044,6122.08,2021/5/29,2021/5/31,13
14251,2021/5/31 3:30,22919.5,-6044,6054.22,2021/5/29,2021/5/31,14
14254,2021/5/31 3:45,22794.6,-6044,5990.58,2021/5/29,2021/5/31,15
14257,2021/5/31 4:00,22732.5,-6044,5904.13,2021/5/29,2021/5/31,16
14260,2021/5/31 4:15,22762.3,-6044,5795.14,2021/5/29,2021/5/31,17
14263,2021/5/31 4:30,22897.2,-6044,5671.55,2021/5/29,2021/5/31,18
14266,2021/5/31 4:45,23118.7,-6044,5531.62,2021/5/29,2021/5/31,19
14269,2021/5/31 5:00,23345.3,-6044,5391.14,2021/5/29,2021/5/31,20
14272,2021/5/31 5:15,23548.5,-6044,5276.12,2021/5/29,2021/5/31,21
14275,2021/5/31 5:30,23947,-6044,5208.55,2021/5/29,2021/5/31,22
14278,2021/5/31 5:45,24385.2,-6044,5173.22,2021/5/29,2021/5/31,23
14281,2021/5/31 6:00,25007.9,-5700,5104.34,2021/5/29,2021/5/31,24
14284,2021/5/31 6:15,25367.3,-5700,5058.95,2021/5/29,2021/5/31,25
14287,2021/5/31 6:30,25547.9,-5700,5039.6,2021/5/29,2021/5/31,26
14290,2021/5/31 6:45,25387.7,-5700,5055.7,2021/5/29,2021/5/31,27
14293,2021/5/31 7:00,25176.3,-5844,5064.42,2021/5/29,2021/5/31,28
14296,2021/5/31 7:15,25015.8,-5988,5119.83,2021/5/29,2021/5/31,29
14299,2021/5/31 7:30,24759.3,-6131,5225.02,2021/5/29,2021/5/31,30
14302,2021/5/31 7:45,24446.7,-6275,5350.68,2021/5/29,2021/5/31,31
14305,2021/5/31 8:00,24164.7,-6419,5570.07,2021/5/29,2021/5/31,32
14308,2021/5/31 8:15,23970.7,-6563,5894.83,2021/5/29,2021/5/31,33
14311,2021/5/31 8:30,23863.1,-6706,6247.15,2021/5/29,2021/5/31,34
14314,2021/5/31 8:45,23822.1,-6850,6590.02,2021/5/29,2021/5/31,35
14317,2021/5/31 9:00,23825.6,-6850,6919.99,2021/5/29,2021/5/31,36
14320,2021/5/31 9:15,23858,-6850,7269.7,2021/5/29,2021/5/31,37
14323,2021/5/31 9:30,23961.1,-6850,7563,2021/5/29,2021/5/31,38
14326,2021/5/31 9:45,24145.3,-6850,7855.68,2021/5/29,2021/5/31,39
14329,2021/5/31 10:00,24309,-6850,8083.76,2021/5/29,2021/5/31,40
14332,2021/5/31 10:15,24465.9,-6850,8311.57,2021/5/29,2021/5/31,41
14335,2021/5/31 10:30,24671.5,-6850,8522.34,2021/5/29,2021/5/31,42
14338,2021/5/31 10:45,24941.1,-6850,8716.31,2021/5/29,2021/5/31,43
14341,2021/5/31 11:00,25166.8,-7050,8845.91,2021/5/29,2021/5/31,44
14344,2021/5/31 11:15,25198.1,-6907,8962.94,2021/5/29,2021/5/31,45
14347,2021/5/31 11:30,25019.4,-6763,9051.7,2021/5/29,2021/5/31,46
14350,2021/5/31 11:45,24664,-6619,9158.2,2021/5/29,2021/5/31,47
14353,2021/5/31 12:00,24380.6,-6619,9279.14,2021/5/29,2021/5/31,48
14356,2021/5/31 12:15,24257.4,-6619,9374.69,2021/5/29,2021/5/31,49
14359,2021/5/31 12:30,24134.2,-6619,9484.91,2021/5/29,2021/5/31,50
14362,2021/5/31 12:45,24018.6,-6619,9554.68,2021/5/29,2021/5/31,51
14365,2021/5/31 13:00,23933.1,-6275,9604.58,2021/5/29,2021/5/31,52
14368,2021/5/31 13:15,23893.2,-6275,9613.01,2021/5/29,2021/5/31,53
14371,2021/5/31 13:30,23931.2,-6275,9625.04,2021/5/29,2021/5/31,54
14374,2021/5/31 13:45,23959.1,-6275,9641.04,2021/5/29,2021/5/31,55
14377,2021/5/31 14:00,24003.3,-6275,9538.85,2021/5/29,2021/5/31,56
14380,2021/5/31 14:15,24225.5,-6275,9431,2021/5/29,2021/5/31,57
14383,2021/5/31 14:30,24486.5,-6275,9270.47,2021/5/29,2021/5/31,58
14386,2021/5/31 14:45,24668.3,-6275,9137.76,2021/5/29,2021/5/31,59
14389,2021/5/31 15:00,24785.3,-6275,8859.04,2021/5/29,2021/5/31,60
14392,2021/5/31 15:15,24939.8,-6275,8541.07,2021/5/29,2021/5/31,61
